Keyword,Intent,Position,SF,Traffic,Traffic %,Volume,KD %,URL,Updated
cadeira elements olympia,IT,59,7,0,< 0.01,260,32,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 13
element professional,CI,20,6,0,< 0.01,110,13,corporativo.elements.com.br/,Aug 28
cadeira astra elements,I,18,7,0,< 0.01,880,36,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 21
cadeira ergonômica elements alásia,CI,10,7,0,< 0.01,90,29,corporativo.elements.com.br/products/cadeira-ergonomica-elements-alasia,Sep 04
cadeira ergonômica elements alásia,CI,19,7,0,< 0.01,90,29,corporativo.elements.com.br/collections/cadeiras,Sep 04
cadeira ergonômica elements alásia,CI,20,7,0,< 0.01,90,29,corporativo.elements.com.br/pages/compare-modelos,Sep 04
cadeira ergonômica elements alásia,CI,26,7,0,< 0.01,90,29,corporativo.elements.com.br/collections/linha-essencial,Sep 04
cadeira ergonômica elements alásia,CI,27,7,0,< 0.01,90,29,corporativo.elements.com.br/collections/linha-essencial,Sep 04
element siggy,I,,7,0,< 0.01,110,29,corporativo.elements.com.br/products/cadeira-ergonomica-elements-siggy,1 day
elements celaena,CI,5,8,0,< 0.01,140,35,corporativo.elements.com.br/products/cadeira-ergonomica-elements-calaena,2 days
elements celaena,CI,24,8,0,< 0.01,140,35,corporativo.elements.com.br/pages/compare-modelos,2 days
elements celaena,CI,55,8,0,< 0.01,140,35,corporativo.elements.com.br/collections/todos-os-produtos,2 days
cadeira de escritorio elements vertta preta pro,I,29,6,0,< 0.01,140,25,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Aug 25
verta pro,I,57,6,0,< 0.01,320,30,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Aug 10
cadeira elements siggy,I,14,8,0,< 0.01,390,36,corporativo.elements.com.br/products/cadeira-ergonomica-elements-siggy,Aug 18
elements vertta pro,C,37,6,0,< 0.01,2.4K,41,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Aug 19
elements vertta pro,C,47,6,0,< 0.01,2.4K,41,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 19
elements vertta pro,C,51,6,0,< 0.01,2.4K,41,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 19
cadeira ergonômica elements,NT,44,7,0,< 0.01,210,27,corporativo.elements.com.br/collections/cadeiras,Aug 10
cadeira ergonômica elements,NT,48,7,0,< 0.01,210,27,corporativo.elements.com.br/collections/linha-essencial,Aug 10
cadeira ergonômica elements,NT,50,7,0,< 0.01,210,27,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 10
cadeira ergonômica elements,NT,52,7,0,< 0.01,210,27,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 10
cadeira ergonômica elements,NT,57,7,0,< 0.01,210,27,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 10
cadeira elements samaia,I,34,9,0,< 0.01,110,n/a,corporativo.elements.com.br/collections/cadeiras,23 hours
cadeira elements samaia,I,37,9,0,< 0.01,110,n/a,corporativo.elements.com.br/pages/compare-modelos,23 hours
cadeira elements samaia,I,39,9,0,< 0.01,110,n/a,corporativo.elements.com.br/pages/compare-modelos,23 hours
cadeira elements samaia,I,43,9,0,< 0.01,110,n/a,corporativo.elements.com.br/collections/linha-essencial,23 hours
elemensts,IN,3,7,0,< 0.01,90,45,corporativo.elements.com.br/,Sep 04
elemensts,IN,23,7,0,< 0.01,90,45,corporativo.elements.com.br/collections/all,Sep 04
elemensts,IN,29,7,0,< 0.01,90,45,corporativo.elements.com.br/collections/lancamentos,Sep 04
elemensts,IN,34,7,0,< 0.01,90,45,corporativo.elements.com.br/collections/cadeiras,Sep 04
cadeira ergonômica elements rasala:,I,43,7,0,< 0.01,170,26,corporativo.elements.com.br/collections/cadeiras,Aug 27
cadeira ergonômica elements rasala:,I,44,7,0,< 0.01,170,26,corporativo.elements.com.br/collections/linha-essencial,Aug 27
vertta pro elements,IT,35,7,0,< 0.01,210,23,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Aug 16
vertta pro elements,IT,47,7,0,< 0.01,210,23,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 16
vertta pro elements,IT,50,7,0,< 0.01,210,23,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 16
vertta pro special,C,69,9,0,< 0.01,90,21,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Sep 15
elemenys,N,32,7,0,< 0.01,110,51,corporativo.elements.com.br/collections/cadeiras,Sep 12
elemtens,N,23,7,0,< 0.01,140,46,corporativo.elements.com.br/collections/cadeiras,Aug 15
elemtens,N,30,7,0,< 0.01,140,46,corporativo.elements.com.br/collections/lancamentos,Aug 15
elemtens,N,32,7,0,< 0.01,140,46,corporativo.elements.com.br/collections/all,Aug 15
elemtens,N,37,7,0,< 0.01,140,46,corporativo.elements.com.br/collections/todos-os-produtos,Aug 15
cadeira de escritório elements,T,33,7,0,< 0.01,140,26,corporativo.elements.com.br/collections/cadeiras,Aug 14
cadeira de escritório elements,T,55,7,0,< 0.01,140,26,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 14
cadeira de escritório elements,T,57,7,0,< 0.01,140,26,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 14
cadeira de escritório elements,T,64,7,0,< 0.01,140,26,corporativo.elements.com.br/collections/linha-essencial,Aug 14
mesa element,CI,46,7,0,< 0.01,260,12,corporativo.elements.com.br/collections/mesas-com-regulagem-de-altura,Aug 10
cadeira ergonômica elements una,IT,52,8,0,< 0.01,90,34,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Aug 01
cadeira ergonômica elements una,IT,53,8,0,< 0.01,90,34,corporativo.elements.com.br/collections/linha-avancada,Aug 01
cadeira ergonômica elements una,IT,58,8,0,< 0.01,90,34,corporativo.elements.com.br/collections/cadeiras,Aug 01
cadeira ergonômica elements una,IT,59,8,0,< 0.01,90,34,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 01
loja elements,N,24,5,0,< 0.01,320,38,corporativo.elements.com.br/collections/lancamentos,Sep 02
loja elements,N,26,5,0,< 0.01,320,38,corporativo.elements.com.br/collections/all,Sep 02
loja elements,N,35,5,0,< 0.01,320,38,corporativo.elements.com.br/collections/linha-diretoria,Sep 02
cadeira ergonômica elements galatea,I,13,6,0,< 0.01,140,23,corporativo.elements.com.br/collections/cadeiras,Aug 27
cadeira ergonômica elements galatea,I,26,6,0,< 0.01,140,23,corporativo.elements.com.br/products/cadeira-ergonomica-elements-galatea,Aug 27
cadeira elementes,N,7,6,0,< 0.01,90,31,corporativo.elements.com.br/collections/cadeiras,Sep 03
cadeira elementes,N,21,6,0,< 0.01,90,31,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Sep 03
cadeira elementes,N,24,6,0,< 0.01,90,31,corporativo.elements.com.br/collections/linha-essencial,Sep 03
cadeira elementes,N,27,6,0,< 0.01,90,31,corporativo.elements.com.br/collections/cadeiras-fixas,Sep 03
cadeira siggy elements,IT,10,8,0,< 0.01,170,35,corporativo.elements.com.br/products/cadeira-ergonomica-elements-siggy,Sep 12
cadeira siggy elements,IT,44,8,0,< 0.01,170,35,corporativo.elements.com.br/collections/cadeiras,Sep 12
cadeira elements vertta pro,C,48,7,0,< 0.01,590,27,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 06
elements br,NT,20,6,0,< 0.01,390,47,corporativo.elements.com.br/collections/linha-essencial,Aug 11
elements br,NT,21,6,0,< 0.01,390,47,corporativo.elements.com.br/collections/all,Aug 11
elements br,NT,29,6,0,< 0.01,390,47,corporativo.elements.com.br/collections/black-friday-para-empresas,Aug 11
elements br,NT,32,6,0,< 0.01,390,47,corporativo.elements.com.br/collections/todos-os-produtos?page=3,Aug 11
elements br,NT,34,6,0,< 0.01,390,47,corporativo.elements.com.br/collections/lancamentos,Aug 11
elements po,I,81,8,0,< 0.01,390,35,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Jul 31
elements po,I,91,8,0,< 0.01,390,35,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Jul 31
cadeira albari,I,20,8,0,< 0.01,140,n/a,corporativo.elements.com.br/pages/compare-modelos,2 days
cadeira albari,I,44,8,0,< 0.01,140,n/a,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,2 days
cadeira de escritorio elements,I,23,6,0,< 0.01,210,24,corporativo.elements.com.br/collections/cadeiras,Aug 10
cadeira de escritorio elements,I,38,6,0,< 0.01,210,24,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Aug 10
cadeira de escritorio elements,I,48,6,0,< 0.01,210,24,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 10
cadeira de escritorio elements,I,61,6,0,< 0.01,210,24,corporativo.elements.com.br/collections/linha-essencial,Aug 10
estação de trabalho dupla,I,34,8,0,< 0.01,110,4,corporativo.elements.com.br/collections/estacao-de-trabalho-2-lugares,Jul 31
cadeiras ergonomicas elements,N,41,5,0,< 0.01,260,25,corporativo.elements.com.br/collections/cadeiras,Aug 18
cadeiras ergonomicas elements,N,49,5,0,< 0.01,260,25,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas?page=2,Aug 18
cadeiras ergonomicas elements,N,53,5,0,< 0.01,260,25,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 18
elements eos,I,11,6,0,< 0.01,260,25,corporativo.elements.com.br/products/cadeira-ergonomica-elements-egea-loctek-copia,Aug 03
elements eos,I,34,6,0,< 0.01,260,25,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas?page=2,Aug 03
elements eos,I,36,6,0,< 0.01,260,25,corporativo.elements.com.br/pages/compare-modelos,Aug 03
elements eos,I,56,6,0,< 0.01,260,25,corporativo.elements.com.br/collections/cadeiras,Aug 03
elements eos,I,57,6,0,< 0.01,260,25,corporativo.elements.com.br/collections/linha-avancada,Aug 03
elements eos,I,69,6,0,< 0.01,260,25,corporativo.elements.com.br/collections/linha-essencial,Aug 03
mesa elements,IT,12,7,0,< 0.01,390,20,corporativo.elements.com.br/collections/ver-todas-as-mesas,Jul 27
elements.,N,31,6,0,< 0.01,110,48,corporativo.elements.com.br/collections/cadeiras,Sep 13
elements.,N,43,6,0,< 0.01,110,48,corporativo.elements.com.br/collections/all,Sep 13
elements cadeira ergonomica,NT,41,7,0,< 0.01,210,33,corporativo.elements.com.br/collections/cadeiras,Aug 05
elements cadeira ergonomica,NT,45,7,0,< 0.01,210,33,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Aug 05
elements cadeira ergonomica,NT,54,7,0,< 0.01,210,33,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 05
elements cadeira ergonomica,NT,62,7,0,< 0.01,210,33,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 05
elements cadeira ergonomica,NT,64,7,0,< 0.01,210,33,corporativo.elements.com.br/collections/linha-essencial,Aug 05
elements cadeira ergonomica,NT,65,7,0,< 0.01,210,33,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 05
elements cadeira ergonomica,NT,66,7,0,< 0.01,210,33,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Aug 05
elements helene,I,70,7,0,< 0.01,320,17,corporativo.elements.com.br/collections/cadeiras,Jul 28
elements helene,I,83,7,0,< 0.01,320,17,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Jul 28
elements helene,I,85,7,0,< 0.01,320,17,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Jul 28
cadeira ergonômica elements vertta pro,I,27,8,0,< 0.01,260,22,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,Sep 03
cadeira ergonômica elements vertta pro,I,39,8,0,< 0.01,260,22,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Sep 03
cadeira elements helene,I,43,8,0,< 0.01,170,21,corporativo.elements.com.br/collections/cadeiras,Sep 03
cadeira elements ergonômica astra pro,I,6,6,0,< 0.01,140,24,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,1 day
elements joplin,I,87,5,0,< 0.01,90,25,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 05
elements joplin,I,88,5,0,< 0.01,90,25,corporativo.elements.com.br/collections/linha-avancada,Aug 05
elements aiven,I,43,7,0,< 0.01,170,23,corporativo.elements.com.br/collections/cadeiras,Aug 28
cadeira ergonômica elements astra pro,IT,,9,0,< 0.01,260,32,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Sep 09
cadeira ergonômica elements astra pro,IT,6,9,0,< 0.01,260,32,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Sep 09
cadeira ergonômica elements astra pro,IT,,9,0,< 0.01,260,32,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Sep 09
elemnets,NT,22,5,0,< 0.01,140,39,corporativo.elements.com.br/collections/linha-essencial,Aug 20
elemnets,NT,24,5,0,< 0.01,140,39,corporativo.elements.com.br/collections/cadeiras,Aug 20
elemnets,NT,27,5,0,< 0.01,140,39,corporativo.elements.com.br/collections/lancamentos,Aug 20
elemnets,NT,34,5,0,< 0.01,140,39,corporativo.elements.com.br/collections/all,Aug 20
elemnets,NT,41,5,0,< 0.01,140,39,corporativo.elements.com.br/collections/todos-os-produtos,Aug 20
na elements,IT,65,6,0,< 0.01,110,23,corporativo.elements.com.br/collections/cadeiras,Sep 11
na elements,IT,72,6,0,< 0.01,110,23,corporativo.elements.com.br/,Sep 11
na elements,IT,74,6,0,< 0.01,110,23,corporativo.elements.com.br/collections/all,Sep 11
na elements,IT,79,6,0,< 0.01,110,23,corporativo.elements.com.br/collections/lancamentos,Sep 11
cadeira escritorio elements,IT,36,8,0,< 0.01,170,30,corporativo.elements.com.br/collections/cadeiras,Sep 06
cadeira escritorio elements,IT,54,8,0,< 0.01,170,30,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Sep 06
cadeira escritorio elements,IT,58,8,0,< 0.01,170,30,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas?page=2,Sep 06
cadeira escritorio elements,IT,63,8,0,< 0.01,170,30,corporativo.elements.com.br/collections/linha-essencial,Sep 06
cadeira escritorio elements,IT,64,8,0,< 0.01,170,30,corporativo.elements.com.br/collections/cadeiras-fixas,Sep 06
cadeira escritorio elements,IT,65,8,0,< 0.01,170,30,corporativo.elements.com.br/collections/linha-essencial,Sep 06
cadeira ergonômica elements astra,C,23,7,0,< 0.01,480,35,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 18
cadeira ergonômica elements astra,C,30,7,0,< 0.01,480,35,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 18
cadeira elements helene special,CI,45,9,0,< 0.01,110,22,corporativo.elements.com.br/collections/linha-avancada,Aug 10
cadeira elements helene special,CI,48,9,0,< 0.01,110,22,corporativo.elements.com.br/collections/linha-avancada,Aug 10
cadeira elements helene special,CI,52,9,0,< 0.01,110,22,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Aug 10
cadeira elements helene special,CI,53,9,0,< 0.01,110,22,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sarin,Aug 10
cadeira ergonômica elements sophy,C,44,9,0,< 0.01,260,24,corporativo.elements.com.br/products/cadeira-ergonomica-elements-sophy,Aug 13
estilo serena,I,67,4,0,< 0.01,260,26,corporativo.elements.com.br/products/cadeira-ergonomica-elements-serena,Jul 31
cadeira olympia elements,IN,26,10,0,< 0.01,110,28,corporativo.elements.com.br/collections/cadeiras,4 days
cadeira olympia elements,IN,30,10,0,< 0.01,110,28,corporativo.elements.com.br/products/cadeira-ergonomica-elements-alasia,4 days
cadeira olympia elements,IN,33,10,0,< 0.01,110,28,corporativo.elements.com.br/collections/linha-essencial,4 days
cadeira olympia elements,IN,34,10,0,< 0.01,110,28,corporativo.elements.com.br/collections/linha-essencial,4 days
siggy,I,,7,0,< 0.01,720,26,corporativo.elements.com.br/products/cadeira-ergonomica-elements-siggy,Aug 21
cadeira elemnts,NT,21,7,0,< 0.01,260,32,corporativo.elements.com.br/collections/linha-essencial,Aug 25
cadeira elemnts,NT,23,7,0,< 0.01,260,32,corporativo.elements.com.br/collections/cadeiras-fixas,Aug 25
cadeira elemnts,NT,27,7,0,< 0.01,260,32,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas?page=2,Aug 25
cadeira ergonômica elements siggy,C,14,8,0,< 0.01,320,29,corporativo.elements.com.br/products/cadeira-ergonomica-elements-siggy,Aug 10
cadeira ergonômica elements siggy,C,45,8,0,< 0.01,320,29,corporativo.elements.com.br/collections/linha-avancada,Aug 10
cadeira samaia,C,36,9,0,< 0.01,110,21,corporativo.elements.com.br/pages/compare-modelos,Sep 15
elements are,I,70,6,0,< 0.01,880,41,corporativo.elements.com.br/,Sep 14
elements are,I,76,6,0,< 0.01,880,41,corporativo.elements.com.br/,Sep 14
elements are,I,87,6,0,< 0.01,880,41,corporativo.elements.com.br/products/cadeira-ergonomica-elements-eterea-1,Sep 14
cadeira belena,I,14,8,0,< 0.01,90,29,corporativo.elements.com.br/pages/compare-modelos,Aug 28
astra elements,I,31,8,0,< 0.01,3.6K,34,corporativo.elements.com.br/products/cadeira-ergonomica-elements-astra,Sep 14
elements vertta special,I,39,5,0,< 0.01,480,33,corporativo.elements.com.br/collections/ver-todas-as-cadeiras-ergonomicas,Jul 28
cadeira de escritorio elements vertta,I,35,7,0,< 0.01,110,17,corporativo.elements.com.br/products/cadeira-ergonomica-elements-vertta-pro,4 days
elementas,IN,80,7,0,< 0.01,2.9K,39,corporativo.elements.com.br/collections/cadeiras,Aug 26
elements astra pro:,IT,,6,0,< 0.01,320,28,corporativo.elements.com.br/products/cadeira-ergonomica-astra-pro,Aug 10
eleents,N,24,6,0,< 0.01,140,47,corporativo.elements.com.br/collections/cadeiras,Sep 01
eleents,N,31,6,0,< 0.01,140,47,corporativo.elements.com.br/collections/cadeiras,Sep 01
eleents,N,35,6,0,< 0.01,140,47,corporativo.elements.com.br/collections/all,Sep 01
eleents,N,39,6,0,< 0.01,140,47,corporativo.elements.com.br/collections/todos-os-produtos,Sep 01
elemts,N,9,7,0,< 0.01,110,43,corporativo.elements.com.br/,Aug 13
elemts,N,21,7,0,< 0.01,110,43,corporativo.elements.com.br/collections/cadeiras,Aug 13
elemts,N,30,7,0,< 0.01,110,43,corporativo.elements.com.br/collections/lancamentos,Aug 13
elemts,N,32,7,0,< 0.01,110,43,corporativo.elements.com.br/collections/all,Aug 13
elemts,N,40,7,0,< 0.01,110,43,corporativo.elements.com.br/collections/todos-os-produtos,Aug 13
