Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
mesa jantar 4 cadeiras,mesa jantar 4 cadeiras​,IC,66,0,"2,900",,n/a,n/a,12,0.57,1.00,8,197,1 month
mesa para apartamento pequeno,mesa para apartamento pequeno​,I,62,0,"2,900",,n/a,n/a,28,0.41,1.00,10,207,1 month
mesa para compútador pequena,mesa para compútador pequena​,C,65,0,"2,900",,n/a,n/a,24,0.26,1.00,6,202,1 month
mesa para jantar,mesa para jantar​,I,61,0,"2,900",,n/a,n/a,16,0.73,1.00,7,194,1 month
mesa pc gamer,mesa pc gamer​,C,58,0,"2,900",,n/a,n/a,32,0.36,1.00,8,209,1 month
mesa quatro cadeiras,mesa quatro cadeiras​,C,66,0,"2,900",,n/a,n/a,27,0.47,1.00,4,200,1 month
mesa vidro 4 cadeiras,mesa vidro 4 cadeiras​,IT,64,0,"2,900",,n/a,n/a,29,0.52,1.00,6,8,1 month
mesas 4 cadeiras,mesas 4 cadeiras​,IC,66,0,"2,900",,n/a,n/a,20,0.47,1.00,8,197,1 month
mesas para computador pequena,mesas para computador pequena​,C,62,0,"2,900",,n/a,n/a,24,0.26,1.00,6,216,1 month
móveis para escritório,móveis para escritório​,C,59,0,"2,900",,n/a,n/a,30,1.92,1.00,8,197,1 month
sala de jantar 6 cadeiras,sala de jantar 6 cadeiras​,I,58,0,"2,900",,n/a,n/a,21,0.62,1.00,5,121,1 month
4 cadeiras para mesa de jantar,4 cadeiras para mesa de jantar​,IC,64,0,"2,400",,n/a,n/a,15,0.41,1.00,8,188,1 month
cadeira confortavel,cadeira confortavel​,I,58,0,"2,400",,n/a,n/a,33,0.62,1.00,7,208,1 month
cadeira consultorio,cadeira consultorio​,C,62,0,"2,400",,n/a,n/a,26,1.09,1.00,6,155,1 month
cadeira de escritorio presidente,cadeira de escritorio presidente​,IT,66,0,"2,400",,n/a,n/a,16,1.14,1.00,9,191,1 month
cadeira de estudos,cadeira de estudos​,I,62,0,"2,400",,n/a,n/a,25,0.47,1.00,6,224,1 month
cadeira ergométrica,cadeira ergométrica​,C,56,0,"2,400",,n/a,n/a,25,1.14,1.00,8,184,1 month
cadeira estudo,cadeira estudo​,I,62,0,"2,400",,n/a,n/a,25,0.47,1.00,8,212,1 month
cadeira estudos,cadeira estudos​,C,62,0,"2,400",,n/a,n/a,25,0.47,1.00,7,212,1 month
cadeira gamer tecido,cadeira gamer tecido​,T,52,0,"2,400",,n/a,n/a,22,0.47,1.00,8,184,1 month
cadeira para escritorio simples,cadeira para escritorio simples​,IC,68,0,"2,400",,n/a,n/a,25,0.78,1.00,7,216,1 month
cadeira para gamer barata,cadeira para gamer barata​,C,54,0,"2,400",,n/a,n/a,39,0.31,1.00,3,10,1 month
cadeira pc,cadeira pc​,C,66,0,"2,400",,n/a,n/a,34,0.47,1.00,7,191,1 month
cadeiras de escritório,cadeiras de escritório​,C,68,0,"2,400",,n/a,n/a,26,1.19,1.00,5,168,1 month
cadeiras de mesa jantar,cadeiras de mesa jantar​,IC,55,0,"2,400",,n/a,n/a,8,0.47,1.00,6,197,1 month
cadeiras e mesas,cadeiras e mesas​,C,57,0,"2,400",,n/a,n/a,16,0.73,1.00,7,195,1 month
cadeiras para escritório,cadeiras para escritório​,C,70,0,"2,400",,n/a,n/a,24,1.30,1.00,6,10.3M,1 month
cadeiras para games,cadeiras para games​,C,50,0,"2,400",,n/a,n/a,30,0.67,1.00,8,183,1 month
escritorio moveis,escritorio moveis​,C,62,0,"2,400",,n/a,n/a,28,2.18,1.00,6,200,1 month
escrivania para estudar,escrivania para estudar​,IC,69,0,"2,400",,n/a,n/a,31,0.31,1.00,8,211,1 month
escrivaninha e penteadeira,escrivaninha e penteadeira​,C,63,0,"2,400",,n/a,n/a,21,0.36,1.00,6,204,1 month
escrivaninha gamer,escrivaninha gamer​,C,61,0,"2,400",,n/a,n/a,33,0.41,1.00,8,194,1 month
escrivaninha madeira maciça,escrivaninha madeira maciça​,C,60,0,"2,400",,n/a,n/a,8,0.83,1.00,5,190,1 month
escrivaninha mesa,escrivaninha mesa​,I,68,0,"2,400",,n/a,n/a,17,0.57,1.00,6,195,1 month
escrivaninha para escritorio,escrivaninha para escritorio​,IC,62,0,"2,400",,n/a,n/a,22,0.78,1.00,6,196,1 month
estante com escrivaninha,estante com escrivaninha​,I,64,0,"2,400",,n/a,n/a,27,0.62,1.00,6,187,1 month
estante escritorio,estante escritorio​,I,63,0,"2,400",,n/a,n/a,18,1.04,1.00,6,186,1 month
jogo de cadeiras de jantar,jogo de cadeiras de jantar​,C,57,0,"2,400",,n/a,n/a,11,0.47,1.00,6,194,1 month
kit escritorio,kit escritorio​,C,58,0,"2,400",,n/a,n/a,20,0.52,1.00,6,216,1 month
mesa 4 cadeira,mesa 4 cadeira​,C,68,0,"2,400",,n/a,n/a,23,0.47,1.00,6,188,1 month
mesa 6 cadeiras sala de jantar,mesa 6 cadeiras sala de jantar​,I,59,0,"2,400",,n/a,n/a,10,0.57,1.00,8,189,1 month
mesa barata com 4 cadeiras,mesa barata com 4 cadeiras​,I,62,0,"2,400",,n/a,n/a,27,0.31,1.00,7,227,1 month
mesa branca escritorio,mesa branca escritorio​,IC,73,0,"2,400",,n/a,n/a,21,0.88,1.00,7,209,1 month
mesa cadeiras,mesa cadeiras​,I,65,0,"2,400",,n/a,n/a,15,0.78,1.00,6,193,1 month
mesa com 4 cadeiras com tampo de vidro,mesa com 4 cadeiras com tampo de vidro​,I,64,0,"2,400",,n/a,n/a,20,0.52,1.00,7,209,1 month
mesa com 4 cadeiras de vidro,mesa com 4 cadeiras de vidro​,I,64,0,"2,400",,n/a,n/a,25,0.41,1.00,8,194,1 month
mesa com gaveta,mesa com gaveta​,I,64,0,"2,400",,n/a,n/a,21,0.62,1.00,6,207,1 month
mesa com tampo de vidro 4 cadeiras,mesa com tampo de vidro 4 cadeiras​,I,65,0,"2,400",,n/a,n/a,19,0.52,1.00,8,194,1 month
mesa computador pequena,mesa computador pequena​,I,64,0,"2,400",,n/a,n/a,27,0.26,1.00,7,201,1 month
mesa de escritorio com gavetas,mesa de escritorio com gavetas​,I,72,0,"2,400",,n/a,n/a,23,0.93,1.00,6,187,1 month
mesa de escritorio pequena,mesa de escritorio pequena​,I,78,0,"2,400",,n/a,n/a,28,0.57,1.00,7,192,1 month
mesa de jantar cadeiras,mesa de jantar cadeiras​,I,55,0,"2,400",,n/a,n/a,8,0.57,1.00,6,191,1 month
mesa de jantar com 6 cadeiras tampo de vidro,mesa de jantar com 6 cadeiras tampo de vidro​,I,56,0,"2,400",,n/a,n/a,25,0.62,1.00,7,195,1 month
mesa de jantar com cadeiras,mesa de jantar com cadeiras​,I,60,0,"2,400",,n/a,n/a,9,0.57,1.00,5,192,1 month
mesa de pc,mesa de pc​,IT,65,0,"2,400",,n/a,n/a,36,0.26,1.00,8,200,1 month
mesa de quatro cadeiras,mesa de quatro cadeiras​,IC,69,0,"2,400",,n/a,n/a,20,0.31,1.00,6,193,1 month
mesa de varanda,mesa de varanda​,I,58,0,"2,400",,n/a,n/a,21,0.52,1.00,8,197,1 month
mesa de vidro com 4 cadeiras,mesa de vidro com 4 cadeiras​,I,64,0,"2,400",,n/a,n/a,23,0.47,1.00,8,188,1 month
mesa eletrica,mesa eletrica​,C,56,0,"2,400",,n/a,n/a,21,1.35,1.00,6,182,1 month
mesa em l para escritorio,mesa em l para escritorio​,I,70,0,"2,400",,n/a,n/a,19,0.83,1.00,6,195,1 month
mesa escritorio branca,mesa escritorio branca​,I,73,0,"2,400",,n/a,n/a,18,0.88,1.00,6,178,1 month
mesa escritório em l,mesa escritório em l​,C,75,0,"2,400",,n/a,n/a,22,0.88,1.00,5,194,1 month
mesa estudos para quarto,mesa estudos para quarto​,IC,69,0,"2,400",,n/a,n/a,26,0.36,1.00,6,212,1 month
mesa para computador pequena,mesa para computador pequena​,C,60,0,"2,400",,n/a,n/a,23,0.26,1.00,7,213,1 month
mesa para escritorio branca,mesa para escritorio branca​,IC,70,0,"2,400",,n/a,n/a,18,0.88,1.00,6,185,1 month
mesa para jantar 4 cadeiras,mesa para jantar 4 cadeiras​,C,65,0,"2,400",,n/a,n/a,15,0.57,1.00,7,197,1 month
mesa pequena 4 cadeiras,mesa pequena 4 cadeiras​,IC,66,0,"2,400",,n/a,n/a,31,0.36,1.00,7,206,1 month
mesa suspensa,mesa suspensa​,I,60,0,"2,400",,n/a,n/a,25,0.36,1.00,7,221,1 month
mesas com 6 cadeiras,mesas com 6 cadeiras​,I,60,0,"2,400",,n/a,n/a,14,0.52,1.00,7,193,1 month
mesas e cadeiras de jantar,mesas e cadeiras de jantar​,IT,61,0,"2,400",,n/a,n/a,11,0.57,1.00,7,134,1 month
mesas para estudar no quarto,mesas para estudar no quarto​,I,66,0,"2,400",,n/a,n/a,25,0.36,1.00,9,195,1 month
mesinha de computador,mesinha de computador​,C,67,0,"2,400",,n/a,n/a,27,0.36,1.00,8,192,1 month
mesinha para quarto,mesinha para quarto​,I,60,0,"2,400",,n/a,n/a,29,0.31,1.00,8,157,1 month
poltrona para escritorio,poltrona para escritorio​,C,69,0,"2,400",,n/a,n/a,15,0.98,1.00,6,188,1 month
poltronas para escritorio,poltronas para escritorio​,I,66,0,"2,400",,n/a,n/a,15,0.98,1.00,6,177,1 month
sugares para cozinha,sugares para cozinha​,IC,53,0,"2,400",,n/a,n/a,25,0.31,1.00,6,128,1 month
tampo de vidro para mesa,tampo de vidro para mesa​,I,54,0,"2,400",,n/a,n/a,15,0.67,1.00,8,196,1 month
armário para escritório,armário para escritório​,C,67,0,"1,900",,n/a,n/a,19,0.88,1.00,7,171,1 month
balcão para escritório,balcão para escritório​,I,66,0,"1,900",,n/a,n/a,14,0.88,1.00,5,182,1 month
cadeira branca de escritorio,cadeira branca de escritorio​,I,66,0,"1,900",,n/a,n/a,19,0.88,1.00,6,213,1 month
cadeira com braço,cadeira com braço​,I,56,0,"1,900",,n/a,n/a,15,0.73,1.00,5,193,1 month
cadeira de,cadeira de​,T,54,0,"1,900",,n/a,n/a,17,1.19,0.99,7,199,1 month
cadeira ergonomica escritorio,cadeira ergonomica escritorio​,C,68,0,"1,900",,n/a,n/a,21,1.55,1.00,7,188,1 month
cadeira escritorio ergonomica,cadeira escritorio ergonomica​,I,65,0,"1,900",,n/a,n/a,22,1.55,1.00,6,187,1 month
cadeira escritorio fixa,cadeira escritorio fixa​,C,64,0,"1,900",,n/a,n/a,7,1.40,1.00,6,575K,1 month
cadeira escritorio simples,cadeira escritorio simples​,I,70,0,"1,900",,n/a,n/a,20,0.78,1.00,7,196,1 month
cadeira fixa escritorio,cadeira fixa escritorio​,I,63,0,"1,900",,n/a,n/a,9,1.40,1.00,6,193,1 month
cadeira gamer preta,cadeira gamer preta​,IC,60,0,"1,900",,n/a,n/a,32,0.52,1.00,7,191,1 month
cadeira para escritorio fixa,cadeira para escritorio fixa​,I,61,0,"1,900",,n/a,n/a,7,1.40,1.00,5,190,1 month
cadeira para gamer,cadeira para gamer​,C,52,0,"1,900",,n/a,n/a,34,0.67,1.00,7,185,1 month
cadeira para pc,cadeira para pc​,C,70,0,"1,900",,n/a,n/a,33,0.47,1.00,7,186,1 month
cadeira para secretaria,cadeira para secretaria​,IC,69,0,"1,900",,n/a,n/a,24,1.40,1.00,7,198,1 month
cadeira presidente escritório,cadeira presidente escritório​,I,66,0,"1,900",,n/a,n/a,12,1.19,1.00,7,186,1 month
cadeira simples escritorio,cadeira simples escritorio​,IC,70,0,"1,900",,n/a,n/a,18,0.78,1.00,6,194,1 month
cadeiras 4,cadeiras 4​,I,58,0,"1,900",,n/a,n/a,25,0.47,1.00,5,196,1 month
cadeiras de computadores,cadeiras de computadores​,C,65,0,"1,900",,n/a,n/a,13,0.57,1.00,5,201,1 month
cadeiras escritorio,cadeiras escritorio​,C,66,0,"1,900",,n/a,n/a,19,1.61,1.00,6,193,1 month
cadeiras para escritorio confortaveis,cadeiras para escritorio confortaveis​,C,61,0,"1,900",,n/a,n/a,24,0.88,1.00,7,188,1 month
cadeiras para mesinha,cadeiras para mesinha​,C,59,0,"1,900",,n/a,n/a,20,0.36,1.00,7,191,1 month
conjunto de mesa,conjunto de mesa​,IC,64,0,"1,900",,n/a,n/a,14,0.47,1.00,7,198,1 month
conjunto de mesa 4 cadeiras,conjunto de mesa 4 cadeiras​,I,66,0,"1,900",,n/a,n/a,18,0.41,1.00,7,193,1 month
conjunto sala de jantar,conjunto sala de jantar​,C,57,0,"1,900",,n/a,n/a,7,0.98,1.00,6,198,1 month
conjuntos de mesa com 6 cadeiras,conjuntos de mesa com 6 cadeiras​,I,59,0,"1,900",,n/a,n/a,11,0.57,1.00,6,195,1 month
ergonomica,ergonomica​,I,47,0,"1,900",,n/a,n/a,21,2.07,1.00,7,176,1 month
escritório armário,escritório armário​,C,62,0,"1,900",,n/a,n/a,24,1.14,1.00,8,199,1 month
escrivaninha com armario,escrivaninha com armario​,I,65,0,"1,900",,n/a,n/a,22,0.52,1.00,6,191,1 month
escrivaninha com prateleira,escrivaninha com prateleira​,I,65,0,"1,900",,n/a,n/a,26,0.52,1.00,5,192,1 month
escrivaninha dobravel,escrivaninha dobravel​,IC,63,0,"1,900",,n/a,n/a,25,0.36,1.00,8,210,1 month
escrivaninha em l com gavetas,escrivaninha em l com gavetas​,I,64,0,"1,900",,n/a,n/a,23,0.57,1.00,7,228,1 month
escrivaninha em madeira,escrivaninha em madeira​,IC,61,0,"1,900",,n/a,n/a,12,0.73,1.00,7,191,1 month
escrivaninha grande,escrivaninha grande​,I,66,0,"1,900",,n/a,n/a,25,0.67,1.00,7,3.4M,1 month
escrivaninha mdf,escrivaninha mdf​,C,64,0,"1,900",,n/a,n/a,20,0.47,1.00,6,193,1 month
escrivaninha para escritório,escrivaninha para escritório​,C,66,0,"1,900",,n/a,n/a,20,0.78,1.00,7,197,1 month
escrivaninha para quarto pequeno,escrivaninha para quarto pequeno​,C,61,0,"1,900",,n/a,n/a,24,0.36,1.00,5,190,1 month
escrivaninha preta,escrivaninha preta​,IC,69,0,"1,900",,n/a,n/a,27,0.62,1.00,6,182,1 month
escrivaninha retratil,escrivaninha retratil​,IC,63,0,"1,900",,n/a,n/a,27,0.41,1.00,7,182,1 month
loja de cadeiras de escritorio,loja de cadeiras de escritorio​,C,58,0,"1,900",,n/a,n/a,26,2.44,1.00,5,202,1 month
melhores cadeiras ergonomicas,melhores cadeiras ergonomicas​,C,43,0,"1,900",,n/a,n/a,19,1.24,1.00,8,164,1 month
mesa 4 cadeiras jantar,mesa 4 cadeiras jantar​,IC,69,0,"1,900",,n/a,n/a,15,0.57,1.00,7,192,1 month
mesa 6 cadeiras para sala de jantar,mesa 6 cadeiras para sala de jantar​,I,56,0,"1,900",,n/a,n/a,13,0.57,1.00,7,191,1 month
mesa bancada,mesa bancada​,C,63,0,"1,900",,n/a,n/a,25,0.52,1.00,8,190,1 month
mesa c tampo de vidro,mesa c tampo de vidro​,C,64,0,"1,900",,n/a,n/a,24,0.57,1.00,7,206,1 month
mesa cadeira,mesa cadeira​,I,62,0,"1,900",,n/a,n/a,17,0.78,1.00,5,189,1 month
mesa com 6 cadeiras para sala de jantar,mesa com 6 cadeiras para sala de jantar​,I,59,0,"1,900",,n/a,n/a,9,0.57,1.00,9,192,1 month
mesa com regulagem de altura elétrica,mesa com regulagem de altura elétrica​,I,55,0,"1,900",,n/a,n/a,21,1.30,1.00,8,190,1 month
mesa com seis cadeiras,mesa com seis cadeiras​,I,61,0,"1,900",,n/a,n/a,19,0.41,1.00,7,210,1 month
mesa com tampa de vidro 6 cadeiras,mesa com tampa de vidro 6 cadeiras​,I,60,0,"1,900",,n/a,n/a,21,0.52,1.00,8,207,1 month
mesa de escritorio industrial,mesa de escritorio industrial​,I,70,0,"1,900",,n/a,n/a,15,0.88,1.00,6,183,1 month
mesa de jantar 4 cadeiras tampo de vidro,mesa de jantar 4 cadeiras tampo de vidro​,I,60,0,"1,900",,n/a,n/a,21,0.52,1.00,7,225,1 month
mesa de jantar com 4 cadeiras tampo de vidro,mesa de jantar com 4 cadeiras tampo de vidro​,I,60,0,"1,900",,n/a,n/a,21,0.52,1.00,6,194,1 month
mesa de jantar com tampo de vidro 6 cadeiras,mesa de jantar com tampo de vidro 6 cadeiras​,I,61,0,"1,900",,n/a,n/a,24,0.62,1.00,8,231,1 month
mesa de jantar e cadeiras,mesa de jantar e cadeiras​,I,63,0,"1,900",,n/a,n/a,8,0.57,1.00,6,134,1 month
mesa de jantar sala,mesa de jantar sala​,I,57,0,"1,900",,n/a,n/a,23,0.62,1.00,6,189,1 month
mesa de notebook,mesa de notebook​,IC,66,0,"1,900",,n/a,n/a,26,0.36,1.00,8,214,1 month
mesa de reuniao,mesa de reuniao​,I,62,0,"1,900",,n/a,n/a,9,1.87,1.00,9,173,1 month
mesa e cadeiras de jantar,mesa e cadeiras de jantar​,I,62,0,"1,900",,n/a,n/a,11,0.57,1.00,7,190,1 month
mesa em l de escritorio,mesa em l de escritorio​,C,71,0,"1,900",,n/a,n/a,19,0.88,1.00,7,188,1 month
mesa escritório branca,mesa escritório branca​,IC,70,0,"1,900",,n/a,n/a,18,0.88,1.00,6,194,1 month
mesa externa,mesa externa​,I,59,0,"1,900",,n/a,n/a,19,0.83,1.00,6,196,1 month
mesa para ap pequeno,mesa para ap pequeno​,I,62,0,"1,900",,n/a,n/a,26,0.41,1.00,10,207,1 month
mesa para compútador com gaveta,mesa para compútador com gaveta​,I,69,0,"1,900",,n/a,n/a,24,0.52,1.00,6,222,1 month
mesa para estudos,mesa para estudos​,C,73,0,"1,900",,n/a,n/a,28,0.31,1.00,7,216,1 month
mesa para sala,mesa para sala​,IC,64,0,"1,900",,n/a,n/a,25,0.52,1.00,6,188,1 month
mesa para varanda pequena,mesa para varanda pequena​,IC,59,0,"1,900",,n/a,n/a,31,0.47,1.00,7,207,1 month
mesa pequena com 4 cadeiras,mesa pequena com 4 cadeiras​,I,64,0,"1,900",,n/a,n/a,33,0.36,1.00,7,199,1 month
mesa pra computador,mesa pra computador​,C,69,0,"1,900",,n/a,n/a,30,0.41,1.00,7,191,1 month
mesa quarto estudo,mesa quarto estudo​,IC,62,0,"1,900",,n/a,n/a,27,0.36,1.00,9,220,1 month
mesa sala de jantar 6 cadeiras,mesa sala de jantar 6 cadeiras​,IC,59,0,"1,900",,n/a,n/a,13,0.57,1.00,6,194,1 month
mesa sala de jantar com 6 cadeiras,mesa sala de jantar com 6 cadeiras​,I,57,0,"1,900",,n/a,n/a,7,0.57,1.00,6,189,1 month
mesa tampo de vidro 6 cadeiras,mesa tampo de vidro 6 cadeiras​,IC,59,0,"1,900",,n/a,n/a,26,0.52,1.00,7,217,1 month
mesas de escritorio,mesas de escritorio​,C,79,0,"1,900",,n/a,n/a,17,0.83,1.00,6,189,1 month
mesas pc gaming,mesas pc gaming​,C,51,0,"1,900",,n/a,n/a,30,0.36,1.00,7,200,1 month
mesinha com tampo de vidro,mesinha com tampo de vidro​,I,59,0,"1,900",,n/a,n/a,19,0.57,1.00,8,194,1 month
mesinha de estudos,mesinha de estudos​,IC,69,0,"1,900",,n/a,n/a,29,0.31,1.00,9,207,1 month
prateleira escritorio,prateleira escritorio​,I,59,0,"1,900",,n/a,n/a,22,0.78,1.00,5,187,1 month
promoção mesa de jantar 6 cadeiras,promoção mesa de jantar 6 cadeiras​,C,56,0,"1,900",,n/a,n/a,18,0.47,1.00,5,194,1 month
sala de jantar 4 cadeiras,sala de jantar 4 cadeiras​,I,62,0,"1,900",,n/a,n/a,12,0.57,1.00,7,192,1 month
sala de jantar com 6 cadeiras,sala de jantar com 6 cadeiras​,I,55,0,"1,900",,n/a,n/a,13,0.62,1.00,7,182,1 month
sala de jantar mesa com 6 cadeiras,sala de jantar mesa com 6 cadeiras​,I,56,0,"1,900",,n/a,n/a,7,0.57,1.00,7,198,1 month
6 cadeiras para mesa de jantar,6 cadeiras para mesa de jantar​,IC,58,0,"1,600",,n/a,n/a,18,0.41,1.00,7,194,1 month
armario arquivo,armario arquivo​,C,57,0,"1,600",,n/a,n/a,7,1.35,1.00,8,194,1 month
armario para arquivo,armario para arquivo​,I,49,0,"1,600",,n/a,n/a,30,1.35,1.00,9,196,1 month
armário de escritório,armário de escritório​,IT,67,0,"1,600",,n/a,n/a,13,0.93,1.00,7,197,1 month
armário escritório,armário escritório​,C,68,0,"1,600",,n/a,n/a,21,0.98,1.00,7,173,1 month
cadeira confortável para estudar,cadeira confortável para estudar​,IC,55,0,"1,600",,n/a,n/a,23,0.41,1.00,11,190,1 month
cadeira de escritorio rosa,cadeira de escritorio rosa​,I,64,0,"1,600",,n/a,n/a,26,0.57,1.00,8,228,1 month
cadeira de escritório giratória,cadeira de escritório giratória​,C,65,0,"1,600",,n/a,n/a,17,1.14,1.00,7,192,1 month
cadeira de game,cadeira de game​,C,58,0,"1,600",,n/a,n/a,39,0.47,1.00,7,191,1 month
cadeira de rodinha,cadeira de rodinha​,I,59,0,"1,600",,n/a,n/a,23,0.73,1.00,7,233,1 month
cadeira ergometrica escritorio,cadeira ergometrica escritorio​,C,61,0,"1,600",,n/a,n/a,22,1.35,1.00,6,191,1 month
cadeira escritorio preta,cadeira escritorio preta​,I,73,0,"1,600",,n/a,n/a,23,1.61,1.00,7,189,1 month
cadeira ganer,cadeira ganer​,C,50,0,"1,600",,n/a,n/a,39,0.93,1.00,7,190,1 month
cadeira para consultorio,cadeira para consultorio​,C,61,0,"1,600",,n/a,n/a,19,1.09,1.00,7,187,1 month
cadeira para escritorio branca,cadeira para escritorio branca​,IC,68,0,"1,600",,n/a,n/a,21,1.09,1.00,6,177,1 month
cadeira para mesas,cadeira para mesas​,IC,56,0,"1,600",,n/a,n/a,23,0.36,1.00,7,211,1 month
cadeira presidente de escritório,cadeira presidente de escritório​,C,65,0,"1,600",,n/a,n/a,11,1.14,1.00,6,197,1 month
cadeiras de escritório ergonômicas,cadeiras de escritório ergonômicas​,C,61,0,"1,600",,n/a,n/a,21,1.45,1.00,7,190,1 month
cadeiras de mesas,cadeiras de mesas​,IC,59,0,"1,600",,n/a,n/a,15,0.47,1.00,7,195,1 month
cadeiras e mesa,cadeiras e mesa​,C,58,0,"1,600",,n/a,n/a,11,0.73,1.00,5,194,1 month
conjunto 4 cadeiras jantar,conjunto 4 cadeiras jantar​,C,62,0,"1,600",,n/a,n/a,21,0.62,1.00,5,212,1 month
conjunto de cadeiras,conjunto de cadeiras​,I,60,0,"1,600",,n/a,n/a,18,0.52,1.00,7,194,1 month
conjunto de mesa jantar,conjunto de mesa jantar​,I,60,0,"1,600",,n/a,n/a,9,0.83,1.00,7,196,1 month
conjunto de sala jantar,conjunto de sala jantar​,I,49,0,"1,600",,n/a,n/a,7,0.98,1.00,5,197,1 month
conjunto mesa e cadeiras,conjunto mesa e cadeiras​,C,63,0,"1,600",,n/a,n/a,11,0.67,1.00,6,186,1 month
escritorio mesa,escritorio mesa​,C,86,0,"1,600",,n/a,n/a,24,0.98,1.00,7,191,1 month
escrivaninha antiga,escrivaninha antiga​,I,57,0,"1,600",,n/a,n/a,27,0.21,1.00,7,196,1 month
escrivaninha em madeira maciça,escrivaninha em madeira maciça​,I,58,0,"1,600",,n/a,n/a,5,0.83,1.00,8,196,1 month
escrivaninha estante,escrivaninha estante​,IC,65,0,"1,600",,n/a,n/a,24,0.78,1.00,8,186,1 month
escrivaninha madeira madeira,escrivaninha madeira madeira​,I,63,0,"1,600",,n/a,n/a,22,0.47,1.00,9,235,1 month
escrivaninhas,escrivaninhas​,I,64,0,"1,600",,n/a,n/a,32,0.52,1.00,7,188,1 month
estante escrivaninha,estante escrivaninha​,I,66,0,"1,600",,n/a,n/a,18,0.78,1.00,7,188,1 month
jogo mesa 4 cadeiras,jogo mesa 4 cadeiras​,IC,60,0,"1,600",,n/a,n/a,21,0.52,1.00,7,187,1 month
jogos de cadeira e mesa,jogos de cadeira e mesa​,I,55,0,"1,600",,n/a,n/a,13,0.41,1.00,6,193,1 month
jogos de mesas,jogos de mesas​,I,50,0,"1,600",,n/a,n/a,21,0.47,0.99,6,221,1 month
loja de cadeiras,loja de cadeiras​,C,51,0,"1,600",,n/a,n/a,31,1.66,1.00,10,193,1 month
loja de cadeiras para escritorio,loja de cadeiras para escritorio​,C,63,0,"1,600",,n/a,n/a,25,2.44,1.00,7,197,1 month
mesa bancada para cozinha,mesa bancada para cozinha​,C,62,0,"1,600",,n/a,n/a,23,0.52,1.00,7,194,1 month
mesa com 4 cadeiras de jantar,mesa com 4 cadeiras de jantar​,I,60,0,"1,600",,n/a,n/a,15,0.47,1.00,6,194,1 month
mesa com 4 cadeiras tampo de vidro,mesa com 4 cadeiras tampo de vidro​,I,64,0,"1,600",,n/a,n/a,21,0.52,1.00,8,223,1 month
mesa com 6 cadeiras e tampo de vidro,mesa com 6 cadeiras e tampo de vidro​,I,65,0,"1,600",,n/a,n/a,22,0.52,1.00,8,209,1 month
mesa com ajuste de altura,mesa com ajuste de altura​,I,57,0,"1,600",,n/a,n/a,19,1.14,1.00,6,185,1 month
mesa com cadeiras de jantar,mesa com cadeiras de jantar​,I,58,0,"1,600",,n/a,n/a,9,0.57,1.00,6,9.6M,1 month
mesa com tampo de vidro 6 cadeiras,mesa com tampo de vidro 6 cadeiras​,I,59,0,"1,600",,n/a,n/a,20,0.52,1.00,8,200,1 month
mesa com tampo de vidro com 4 cadeiras,mesa com tampo de vidro com 4 cadeiras​,I,61,0,"1,600",,n/a,n/a,20,0.52,1.00,7,197,1 month
mesa de 4 cadeiras vidro,mesa de 4 cadeiras vidro​,I,66,0,"1,600",,n/a,n/a,21,0.41,1.00,7,189,1 month
mesa de 6 cadeiras vidro,mesa de 6 cadeiras vidro​,I,60,0,"1,600",,n/a,n/a,19,0.41,1.00,7,220,1 month
mesa de jantar cadeira,mesa de jantar cadeira​,C,58,0,"1,600",,n/a,n/a,9,0.57,1.00,6,197,1 month
mesa de jantar com 4 cadeiras e tampo de vidro,mesa de jantar com 4 cadeiras e tampo de vidro​,I,64,0,"1,600",,n/a,n/a,22,0.52,1.00,5,191,1 month
mesa de jantar com tampo de vidro com 6 cadeiras,mesa de jantar com tampo de vidro com 6 cadeiras​,I,61,0,"1,600",,n/a,n/a,20,0.62,1.00,5,193,1 month
mesa de jantar de madeira,mesa de jantar de madeira​,I,55,0,"1,600",,n/a,n/a,24,0.67,1.00,7,193,1 month
mesa de jantar na sala,mesa de jantar na sala​,I,60,0,"1,600",,n/a,n/a,13,0.62,1.00,9,178,1 month
mesa de madeira com cadeiras,mesa de madeira com cadeiras​,I,61,0,"1,600",,n/a,n/a,10,0.57,1.00,8,190,1 month
mesa de sala de jantar,mesa de sala de jantar​,C,63,0,"1,600",,n/a,n/a,29,0.83,1.00,7,184,1 month
mesa ergonomica,mesa ergonomica​,I,62,0,"1,600",,n/a,n/a,19,1.09,1.00,7,1.9M,1 month
mesa escritorio grande,mesa escritorio grande​,C,70,0,"1,600",,n/a,n/a,28,0.88,1.00,6,195,1 month
mesa estudo quarto,mesa estudo quarto​,I,66,0,"1,600",,n/a,n/a,26,0.36,1.00,7,194,1 month
mesa game,mesa game​,IC,52,0,"1,600",,n/a,n/a,34,0.47,1.00,9,197,1 month
mesa grande escritorio,mesa grande escritorio​,I,76,0,"1,600",,n/a,n/a,24,0.88,1.00,7,198,1 month
mesa jantar 6 cadeiras,mesa jantar 6 cadeiras​,I,62,0,"1,600",,n/a,n/a,14,0.62,1.00,7,190,1 month
mesa jardim,mesa jardim​,IC,60,0,"1,600",,n/a,n/a,20,0.67,1.00,6,196,1 month
